,L_1,T_1,L_2,T_2,L_4,T_4,L_8,T_8,L_16,T_16,L_32,T_32,L_64,T_64,L_128,T_128,L_256,T_256,L_512,T_512,L_784,T_784,digit
58492,0.008142827252242987,246.91300857300138,0.07225350153966607,244.13150871276312,3.1635689327948873,167.5374790429086,4.157258118660666,156.3883959517454,7.350984279002012,131.60942066652166,12.52823706910766,109.58304634023098,25.8891352883833,68.92437067429918,53.29229799075685,35.17771053417103,130.90136064269228,8.603918001810024,285.7733547456943,0.28975263349292296,696.560683862384,0,0
49989,0.10787261828686517,1011.2293564830654,0.20870839817075576,1006.8545045450461,0.9317991959542835,983.5817769917256,14.374569622843762,805.889944138685,29.711817603531934,686.3771825456632,46.21851795347304,610.0070659745174,163.83425549566243,298.0842841705751,314.1414219956637,111.11080395262717,574.888361168198,20.058965827088223,913.0712693142691,0.2072018923039923,5314.893285719774,0,0
11973,1.5387167848597247,1005.5319742123303,6.3998795396686035,794.626010839099,7.152644557098189,770.9065229405104,15.27709241630427,660.9889941930286,32.09674206142469,526.1134254951496,74.4827353034753,321.35681893499174,123.71179659593341,168.20732144761774,184.8430868405625,96.42892596489948,440.89477251909045,17.643328661078467,697.7037463654916,0.2678430370596838,1727.6428863224858,0,0
25773,0.8637758510144518,430.6146498872045,0.9088751017411,428.6579779135074,1.73014387408183,403.62674096067536,4.975179769507727,357.32786194746063,13.262701299311013,294.77688270859966,25.76057037355874,237.5754519823807,59.13287085795806,147.96223596500718,118.57953230255107,75.10133552085848,300.18584423991473,17.120021130586633,602.5206994872668,0.1945219343239859,1979.9527156820943,0,0
8110,1.3466242728088162,482.2602226321968,4.041704658392579,365.33171112997485,5.08099763885192,340.2803092261682,11.049915463076601,265.083415549783,17.78792997948188,206.8735705494329,22.39411941135425,185.278191057381,52.643718810516276,99.49446508574745,95.19044414606046,46.63162719022436,186.01541046446508,14.734505823685929,419.57081599016647,0.15330142363750893,868.2703355633341,0,0
6133,0.43178332383853046,312.45416111606494,0.9562212301287321,289.7009460038664,2.559976922500981,250.0303387713559,9.464916428883512,150.49230714132338,14.966548999018704,107.22058653305945,23.002943381942703,71.19688569721302,28.92556857345452,53.69554091766945,44.61434407569466,37.02142122409806,138.7423456793676,9.61265417933508,307.88255692234617,0.5014481144499292,644.1202477668829,0,0
56766,0.4390785995105593,338.94849353702,0.6735906812981809,328.7739737715272,3.6623972800856044,255.41195278414204,10.578249144428785,155.83376830703457,14.066748701872237,128.98193135771257,20.599058065438843,99.56346470176115,30.317548632347858,72.07682483894182,51.58013445084099,49.08207713986554,152.1706942197367,18.94920567094473,491.58711767731705,0.6202731894061267,971.1462687082077,0,0
27484,1.3954301282016468,375.3638466579366,2.4116514271741614,331.27416217901776,6.475693090502737,219.39346798580308,8.28561285845183,193.42222506918483,13.29335854264971,150.350729968305,21.375394305243418,109.85597200310696,31.63468890607073,80.39068079743451,61.799780294488144,51.62931514273571,186.15479939324894,13.078633356457855,393.8422228977765,0.47263592120283193,1031.6049224346993,0,0
39504,0.32251635274418133,203.18078961734025,0.3381212341758264,202.50375765653817,1.9000896852544367,160.01443155609877,2.6967869075058646,147.92642806971654,8.176966621873163,100.40154527273559,11.899052602319383,82.12109979057861,15.11766648179737,73.15649880502319,37.8724568393363,45.28556373195639,138.76403994832228,13.098423339349909,368.23792334916726,0.3660244274932631,1137.7779981888061,0,0
46654,0.0016726561672172906,439.8757640931827,2.707542628200194,322.47913657854804,2.928321258792093,315.76203783898177,9.626381677188057,239.51605307182174,16.72875417933685,182.48219447906447,22.555051246214983,156.6881890917993,38.71103957745855,112.85140668758876,94.78615404623339,48.46328393281635,204.95792185661796,11.247827284028844,382.6712103862929,0.16773910013841323,706.9505015877436,0,0
8249,9.367086254818472e-05,320.62913360874205,0.3801228818003831,304.14122096612897,3.1981671480785945,224.8556901809885,4.248978172310746,212.1273162304022,10.567713974282572,152.27022421772818,17.502946336936894,120.90463248190329,29.4445397163153,90.08109379398843,75.38156487984047,35.9803229149453,164.69207417289354,7.522976416921123,307.01875421935785,0.1682421961391895,622.231800687134,0,0
29420,0.49308250792667035,295.7188509745406,1.2628495687554389,262.32180756625945,3.5832753130282864,192.1018428747653,6.165490081171646,161.6314403995784,14.14280078149506,100.92214555306757,17.068399088222,87.10620021553713,29.783171653411106,52.12359234055462,49.81353564566725,28.566661678822413,111.06919225044838,9.551674780210883,279.36938092108284,0.06616982653405999,892.0614538552404,0,0
36260,0.14501876375663594,286.44898713032967,1.6741870985460654,220.1046293962542,3.1552154401008528,180.97338144154264,6.208949269583688,138.1271185994651,11.13556167405574,96.53485016812522,12.758049139994695,89.04389117258768,20.231780317401377,68.87453932971921,45.123716681255345,39.86923763672052,137.92435481808778,8.976153143289364,288.2610463394614,0.17042926540052178,752.2972949419232,0,0
26298,5.044175341467906,369.8373841617087,5.078572065754055,368.3450510228363,9.219630359217721,269.13909045057767,11.418428905946055,241.9115449403806,16.952977053461776,196.0289265299372,24.477740535139382,158.6907740713405,38.294132147076915,118.32789859487072,86.7508433139905,62.78067896675797,241.41361487920287,19.32787801132179,553.6591634382321,0.18310336838527472,1726.3348770259151,0,0
50696,0.2594652214131093,500.1260865101056,1.3786264408414297,451.5702600424583,1.550794507118648,446.75782262725477,6.086412377745189,384.27242229325077,14.580771937250194,312.12516656943274,23.862038799652616,267.7044989424699,63.321253222651805,156.74376942403154,145.2146001863145,52.59215397902728,277.674103709123,11.729523546687979,448.8385050644862,0.23842056697795438,2389.2922513042395,0,0
53173,1.9123510397370025,226.67947926740138,2.276551942415793,210.87829216152127,3.8738032987292272,166.85832948303485,5.617489008831984,145.41951669881288,8.53270142283146,121.47865185526963,11.94208608966459,105.968994380578,19.98213119304399,83.7642928860967,37.490152324551886,65.42334531071027,202.999487320147,17.702505234953346,496.0235876714391,0.5971381677734234,973.4622378174898,0,0
16761,0.6315331244254747,304.8974009232127,0.7534162512425888,299.6093907131296,1.4075464184007183,283.20495769201204,2.4431713041658876,269.5348634488707,10.391782363257029,204.89054439712322,23.379488283159475,144.2114454953166,46.14314438707988,79.35273251138881,87.34248474023879,35.08387274033598,164.73731245355603,9.030183932918987,331.1745098389579,0.2616105307761981,1026.572507882849,0,0
46014,3.8343367639516446,315.5959031326071,4.072962579702156,305.24290528105416,5.342135051498694,264.4466534918098,9.326464858377705,208.8407859339159,14.102451615358023,165.87390430707308,20.376965990632424,136.6325277753645,36.144355088459875,92.1290655946922,65.53479188999344,56.429372280174206,189.64601971460286,17.282034330546335,468.77889614272874,0.09698162089724009,1422.2292770924182,0,0
39854,0.5760807336645559,194.55529495424668,0.8305667831054679,183.5141864521114,2.4833817258050077,143.03875249570916,3.7383483509394155,128.83811027074927,8.612676402231852,87.94944656170529,14.75195426848093,56.369144937245565,21.046931275869273,39.75787132348527,36.70323482693835,21.23005978911918,82.1905336885681,9.102255543867928,238.65663578201602,0.43846696578048433,561.5000522407635,0,0
36953,0.30949444923984404,213.27273577522976,1.1239707706886843,177.9359404684026,1.8738303531345435,155.87359371554066,3.377313376888181,136.03119682342455,8.396050912306467,90.10466459710646,10.279568719179977,80.36804058743473,18.4308629471526,56.59944251499538,37.676514611320776,35.331951512922224,109.83999903108135,15.617237201146349,378.1924786306004,0.6401309559783784,1116.6182084580566,0,0
43273,1.258300552033935,198.02297182718056,1.2961403186920322,196.38125916636716,1.6332119860141525,188.2379864275911,5.8180247729548595,129.79567165043585,7.337157146157171,117.39725401790776,16.182258993621726,77.41484510905214,24.51042056216475,53.835428194586484,45.243307526834656,29.940231938863317,111.91086773603516,7.716065334695597,245.51889598351653,0.2608775490052053,484.29362639872346,0,0
21508,0.028465810736013657,227.26608664937504,0.4622876326017507,208.44433270122516,2.9211193695891673,140.67284923920053,4.842722257850868,119.16337031073107,7.42640921234754,96.67561092996391,10.559833299392235,82.04885345280222,19.39739970928703,58.466797719985266,48.15733862649531,27.8627784970401,115.60823853674036,7.126095475880899,248.96391576928463,0.13072035169898627,442.26867015806135,0,0
5266,0.02409107287259669,179.70459377905127,0.20763466179333398,171.74138839079012,1.5975715749398423,127.40431821076814,2.2993970428652686,116.99417703342962,5.300638589216182,90.94313199367224,8.491899334576313,77.06341142822026,14.017504617286002,62.269734660497924,34.389450065552175,38.46609146816148,114.30067937641167,15.743672285487362,412.62421080164944,0.5987036539322632,867.7102346759275,0,0
45682,0.49331778248552105,265.88313681115585,1.2957849973650493,231.06736750530843,3.0620682630781633,182.89050994301533,6.14663479903702,147.99125158509582,10.823454560264848,107.17239873038616,15.801006635649768,82.48834000777121,22.07829770678278,64.63800625804672,51.51411592324004,28.82643824001059,116.01868759495923,8.81498951017921,273.0812186939985,0.12539918119386687,628.3922219199895,0,0
1179,1.9758411173488495,272.92979180432644,2.8680100576679446,234.22223162985335,5.59997696301922,161.15315725827094,7.365404044212115,141.53110004950665,11.956476163986641,102.83547943499858,15.593945563750252,83.63202173356188,22.659761945609883,64.71181686647365,51.69417651760615,32.31428534945444,130.3779512300336,9.160711034538343,290.0467644839151,0.4120995453955194,1194.8567816719174,0,0
7709,0.3097268341220673,268.6280334348656,1.8271570299503825,202.7929455258648,2.68662789153645,176.9659659492184,5.537339019181091,141.9279995671623,9.283086881249949,105.97717021159824,14.78647362173369,78.96134226341205,19.92926446640384,64.5675188754275,46.539334842399796,35.13044664996746,123.27486514571655,13.031883745197698,360.0061306503981,0.21841447421378687,693.5499129937159,0,0
33277,0.3626055644387426,186.50195213269453,1.0817413329971945,155.30159334735427,2.7372527179449015,108.72627377188702,4.390627805647346,87.59413251830064,8.085327197759277,56.225390625408615,11.315851971269549,41.030827789864304,14.891699873524889,31.02341961660665,24.041702199525826,21.02053515961729,73.57919361539246,6.092953340109087,174.28260073354522,0.2484003156752094,395.9641815274952,0,0
58897,3.8443765964755974,619.1584334822234,3.969968945974249,613.7094952755941,5.543214683435815,565.2649505430066,14.111881604323713,454.6500153027263,27.271350302334728,331.6483535719243,44.222484879853866,254.83055088304772,70.55927609783637,186.45771503327902,139.8189093466603,103.2476581137297,384.10856286487206,31.174141352234948,905.7973281480051,0.9837120624204052,1771.646356217589,0,0
55400,0.005956342803966791,503.50440572779854,0.34198699217372985,488.9254106595602,3.9896501272992326,378.66821232398917,10.076077644752859,299.95349064582115,19.954656634802525,221.54531824704986,33.37164488819914,152.150618284794,54.864636104266324,89.86712975715405,93.93828038828251,46.381868455655685,215.26804763696217,14.358761860489112,477.693934167374,0.4064074589800855,2269.035082375024,0,0
51866,2.36414880951563,332.9626873195573,2.891585385348766,310.0793722043984,4.350118416656453,268.6535676405877,7.360323421065479,223.44281634317298,15.500002732977464,155.095330157894,21.59026491791725,125.17804005910307,40.694224115286936,73.98613654093907,74.68396418216521,37.707424645733624,154.7226848040748,12.291604432578813,363.319366854042,0.31990428473622134,2549.519673138687,0,0
75,0.7670888701271361,238.9915897838978,0.7988539918238446,237.61343111466073,1.6910763423138684,208.89518158718508,5.564113027787968,153.164381345802,12.711964951257631,93.77986586526737,15.82358684306421,77.27213708253498,23.922495011472538,53.47944945646068,44.979861167652075,29.450006685688344,107.19747465356507,11.481702809881781,308.9913596296691,0.5091471359434893,596.2127105325005,0,0
50804,0.0019311834729637896,253.94056881164133,0.6984886746816257,223.71978910561808,3.0259242682034455,167.4323500812725,5.380782566463216,139.0776016891243,9.430811667310138,107.4611558669732,11.978850049620345,95.68819558752433,21.656771730750457,68.40142389529261,51.516893462078755,36.29729630386331,140.15772361527542,8.491841229752033,268.6955805612834,0.12267255253798429,503.612559199217,0,0
41077,1.4423712219449547,193.82721152051468,1.6519964071990079,184.73243237543002,3.2169277939242997,145.317171481309,3.9471409521299208,136.57475123064734,7.928534075856301,102.34084475203136,13.857310006761406,71.87744955399926,21.426662839190833,51.049307842729476,39.54037476737427,29.29269019094656,104.46278870637194,9.544571425404875,258.5882161484259,0.2299342970400647,555.7588054294806,0,0
27788,0.493259204684687,238.0999856897767,0.5852690756398281,234.1080538305844,1.913251417641822,201.86585432261444,3.9051739365911287,173.0262482958117,8.39695022834893,135.6998336904494,15.8550907683937,98.12364930503709,26.294087790004273,68.45176892009476,53.529259828634416,39.22195350730998,149.33992494446426,8.646277662463268,301.8261384300104,0.4177085126296766,880.1499955459518,0,0
20085,4.336501845002639,373.98330157910607,5.046745309709436,343.1687434766551,6.984792651413357,293.08549124561733,13.273866504578073,204.4793601742474,16.5865887008261,177.62568777359192,25.337287057652738,131.90415897988973,34.92001355826707,106.69516637304639,76.15169708675677,62.674967170034726,210.5896448094916,22.7568922070129,563.9227347538549,0.28878886457995173,1249.1828701504598,0,0
27137,1.045306851347508,375.17203615859324,1.6642752803851915,348.3175284187181,3.168420827342591,309.7581728980226,7.266402989683182,245.8691472859294,19.49999826810351,131.41148252681012,25.764662010180512,100.33400020456752,37.30542124613075,67.87045893262498,59.96455667589302,42.64621832888709,156.26759877830338,17.17131722876791,496.2133639135665,0.46289598313568253,1937.9238218587104,0,0
58362,0.0015946374358456628,615.2966170663778,2.503840330550808,506.73441392251766,3.8430754013759025,466.3717687833755,10.469375689605183,386.8344565518909,29.777452132544003,227.76003571909249,39.77415998765322,175.60191868875387,53.76654784971014,138.75600905537735,101.37401265606687,79.0660024912743,293.00327330037356,23.411983693226194,696.6568917633109,0.5949094508978795,1358.0858292461096,0,0
5286,0.2956279279487856,195.82002056918094,0.31533734479898096,194.96490960952363,3.156343072733957,121.24549748490391,4.39310198264134,107.31046823185191,9.312575583215127,72.60833551960306,12.248888468296826,57.92327987146088,18.136290845580053,42.160871636614026,32.884592812722886,23.71141555602094,75.68104179742356,9.303738340419685,257.9202952500901,0.27874618613124663,747.661365916311,0,0
15662,1.0872989931642003,303.75715086439914,1.2204501674144848,297.980266177345,3.281224530250722,235.3898989155645,10.531939406925302,141.74858285780402,14.282096084894302,111.72201725580535,19.0480440822578,90.49077267650884,28.032180924743884,66.66379011275646,59.97088777080107,24.739386473609272,109.858350207827,8.504373459722286,269.54562516844805,0.28128522275788653,514.3554341351534,0,0
47202,0.2872666423430095,186.74771863129112,1.295392606196253,143.00925762261497,2.385178372207804,109.83693628240432,3.5708933465761614,93.60068580730605,6.6654733858261945,64.73826749029179,8.829110410200832,55.04749202293465,12.426822203701441,44.94635483119176,30.514030294085565,25.073078698178154,88.50809396826968,8.62765420193274,265.01439682584476,0.471821643782415,613.6536331265803,0,0
18357,1.856111936622458,230.79099271129357,1.9383321430826677,227.22379434191532,2.005102526992228,225.38930393522696,5.063581716852918,176.4725810043686,9.872343491501129,140.46329293424188,12.909206900059221,126.53715056014195,26.133927108784196,87.45288238279953,60.48290533528115,50.03304141527872,182.9255167649036,12.508756088468369,372.8763637799492,0.22674258616868442,1269.066334112611,0,0
19689,0.5749331360411873,637.5308762869681,4.228316385414114,479.025524245753,5.301611148629232,445.75322868056713,12.502727476958523,348.3612460108817,31.429280660391125,182.5173857446678,37.217176422186554,153.67487528046317,56.0416974557848,99.08837039596527,97.71711100238491,53.79533884785551,212.11406058815095,16.75272496857236,492.94033338734187,0.40236725257772865,1669.9113369561273,0,0
11657,1.8814518262143956,1252.363942357316,3.9503500941062173,1162.6029110321906,7.051134215460063,1087.8064239361202,10.254106155878183,1041.056361236006,39.64717050945653,808.2355270301083,61.814050813316946,706.9373836248462,74.56352097943045,674.0872493803842,106.8814756726164,638.5888523537783,3167.242640523307,14.848635003612163,3311.3023470867342,2.9745752089134716,24546.985299349966,0,0
45218,2.9411145925143933,488.2546577348355,2.9420470334427895,488.2142029378638,4.367627372087465,452.76690226496555,8.291705873165245,396.93924939148314,19.60280109116147,301.32247413105915,32.055377935653176,243.7220717981924,59.88711124737051,167.30141226954507,127.3366459532636,82.4163548792804,327.40115205478054,24.835834994370146,723.1138950040047,0.2598405593088216,1897.456684714777,0,0
37554,2.663737904806112,529.6607883457973,3.429372089591486,496.4430535201327,5.484198097506587,433.82276291955077,14.029420278813483,316.1037036033141,18.346576802387425,277.53333202915803,31.58605871462405,214.48294610703974,55.1057822735455,152.24025832113418,131.3990788126293,67.69541010324231,307.7655570353371,17.76758884391785,578.1996560797704,0.4237978637727563,1253.9244724312146,0,0
7548,0.21410802103889587,391.5375163285063,3.1314810010060605,264.9646386254644,3.819106042337462,246.07114718710815,7.849910835513197,191.3072236956492,18.313829951579716,103.09361295765993,21.591954236541675,88.60408867162703,30.032067225445864,65.5637285632675,50.43585363734844,41.8994593876117,155.9807270435732,13.287973675863668,382.263681794765,0.3237302892412041,1031.3950893038102,0,0
6708,0.009991165103316447,400.9153088735921,1.1821218699583345,350.0613531482374,3.461015162480469,277.7639334320992,9.441719648017598,204.8170721585735,11.377805896155765,186.91836857979467,18.698725160172238,152.3465505667142,27.609626749761443,126.25778057525045,59.851338781098285,91.1358647913446,270.92510075969557,31.890925784371177,826.031485793556,0.6716747214612536,2245.814963841047,0,0
26645,1.1858055143737758,369.9974721866267,2.146844071399393,328.3019411106924,5.108945997663699,239.9551410115012,8.890508532927212,195.96567960550212,16.999066374142572,121.43013944837054,21.534015842929243,100.87984536513486,32.60160621658163,71.0376875841651,64.65368460283258,38.71637172866724,164.79132976253214,12.253020176464629,357.9119333146986,0.14150053120988143,957.3287305093977,0,0
42180,1.9147306990579205,347.7367346335248,2.7797705734230855,310.20619363718316,3.009884311923686,304.69023518744984,7.098786713945289,259.6814997706694,16.675146329722008,189.40639236036142,25.385097552867045,149.6503237648114,34.20374388343965,126.99549394905341,89.13388625452514,66.63864236591102,256.1276001493097,20.473724748081946,555.6577996894249,0.25835033771533533,972.9015453669936,0,0
40760,0.35268594026949956,341.39910700798816,0.6625337364596258,327.95607881686146,1.8195387004150905,300.1679322582206,4.589264663856273,269.53502602856196,11.044652905826343,220.60364440170324,27.071647820742196,141.3809202275337,44.06530784713744,96.8040582576598,89.96622542423104,40.847775697308386,180.28042144826898,10.233251146361141,371.33295835237334,0.19548176295902644,883.2886674434646,0,0
9018,2.48825196029862,238.75151110576445,2.656136865882841,231.46767192283707,3.8592294248628307,196.5696309320584,5.341817492005025,178.12845032170975,10.426651008853618,131.08072810375802,15.349284452317278,107.3217309068591,26.122290621557934,79.20118476247174,58.23597904374948,40.012834924764135,145.0068080282202,12.87198678918043,380.1285923620973,0.3054987610873868,1089.7595797067713,0,0
24985,0.7200056353477122,226.37170364323595,2.5553727352096853,146.74263424888244,3.1424788614571226,131.2176012224994,6.956582798759193,86.63921969943145,9.614362548651574,63.21555082622884,12.037357530782224,52.96012784040472,15.409138243151679,43.229479531365556,23.56214953567457,35.173403695236836,108.32590521072046,9.298877465528173,284.54470446737685,0.1723117757042487,498.7395153478158,0,0
45908,0.6110453430905769,224.38376935680682,0.6169077342554982,224.12942418906167,3.223994338264576,140.2087999549538,4.8306250570750064,119.88066746281976,7.080608280206945,102.16381006246026,9.651647761982126,90.29350563130218,17.172427127678258,68.97922877221109,37.76879876500005,44.908007598235,147.82143103300203,16.141376031820425,417.38490180467903,0.21991582429937453,991.2563158452608,0,0
24069,0.5865777670738755,193.91022309370834,0.5867082741740132,193.90456092457924,3.8198352520542485,89.55255422963896,4.1924997489181575,85.13312588184584,6.642481110133442,65.48221564643246,9.997838057217015,49.22533308949138,13.337919312741112,39.8314557869753,22.284456654568494,29.27413864845612,97.79193102915578,8.124606692673517,243.44933079779656,0.09726023956099074,848.3060769090671,0,0
58599,1.5352500219501095,443.0846324448951,4.107141898660377,331.5007663394509,4.714563247299538,314.1702589087879,9.700867749298055,253.43592907053974,10.83700159602384,242.80062569748557,18.58904209246096,206.83262821613673,50.97395674194999,119.43294032765034,110.13631075376215,46.20146887692797,233.12815608015572,8.316011832847721,376.6747658233631,0.11642211834036027,941.3281603100362,0,0
10203,0.031195241628083518,733.4444701010597,0.1646973336075308,727.6523605294528,10.857416712705232,465.2471202974534,28.17854696882048,227.05294097084862,31.899772038147244,193.40966872118497,40.84042447390756,154.71247451270017,47.122036581923695,136.90083487345416,90.87161247247738,81.66760052963394,287.43201285163525,13.920410444480702,551.0337371987836,0.3787092267252199,1998.6486642198524,0,0
45540,0.8455965089803963,329.9792226559026,1.759195408347174,290.3419042351066,3.946230438328035,223.29977387356976,7.264841084437812,183.08452981972732,14.651606251666815,124.20259237078182,23.208978937336827,87.15894602346727,33.903402451756804,56.38769999094179,58.95297964072398,28.741985431928814,120.75174115809389,10.32463586107207,283.7793744999026,0.21750335149568595,530.360951693975,0,0
